Amazon Turk ID,ProcessDataID,Experiment,Condition,Gender,Age,3. American Indian or Alaskan Native [Question: Which of the following best describes you? Select all that apply.],3. Asian or Asian American [Question: Which of the following best describes you? Select all that apply.],3. Black or African American [Question: Which of the following best describes you? Select all that apply.],3. Hispanic/Latino [Question: Which of the following best describes you? Select all that apply.],3. Native Hawaiian or Other Pacific Islander [Question: Which of the following best describes you? Select all that apply.],3. White [Question: Which of the following best describes you? Select all that apply.],4. Educational attainment,5. Undergraduate major field,5. Other (please specify): Specify [Question: Undergraduate major field],"6. Science (e.g., physics, chemistry, biology, geology) [Question: In which of the following fields of study have you taken postsecondary courses? Select all that apply.]","6. Engineering (e.g., chemical, civil, electrical, mechanical) [Question: In which of the following fields of study have you taken postsecondary courses? Select all that apply.]","6. Computer science (e.g., programming, interface design, data management) [Question: In which of the following fields of study have you taken postsecondary courses? Select all that apply.]","6. Mathematics (e.g., calculus, statistics) [Question: In which of the following fields of study have you taken postsecondary courses? Select all that apply.]",6. Education [Question: In which of the following fields of study have you taken postsecondary courses? Select all that apply.],6. None of the above [Question: In which of the following fields of study have you taken postsecondary courses? Select all that apply.],7. What is your first language?
A2MKXI4KCRRI7Y,A2MKXI4KCRRI7,1,1,Male,34,-,-,-,-,-,White,Master’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A2MUIT2O917CH2,A2MUIT2O917CH,1,3,Male,37,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,-,-,-,None of the above,English
A2N9HBI4W44HM4,A2N9HBI4W44HM,1,1,Male,24,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)","Engineering (e.g., chemical, civil, electrical, mechanical)","Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A2N9Q1IHLP4LGI,A2N9Q1IHLP4LG,1,4,Female,30,-,-,-,-,-,White,Master’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",Education,-,English
A2NF834OMV8SKX,A2NF834OMV8SK,1,4,Female,24,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A2NJ7N8INZOB00,A2NJ7N8INZOB0,1,1,Female,31,-,-,-,-,-,White,"Associate’s degree, academic","Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,-,None of the above,English
A2OEK75DGI4PW2,A2OEK75DGI4PW,1,1,Female,28,-,-,-,-,-,White,"Associate’s degree, academic","Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,Education,-,English
A2OFN0A5CPLH57,A2OFN0A5CPLH5,1,1,Female,35,-,-,-,-,-,White,Bachelor’s degree,Mathematics,,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",Education,-,English
A2OXTS31LD48BC,A2OXTS31LD48B,1,2,Female,28,-,-,-,-,-,White,"Associate’s degree, occupational","Humanities (e.g., literature, language, fine arts, law)",,-,-,-,"Mathematics (e.g., calculus, statistics)",Education,-,English
A2P065E9CYMYJL,A2P065E9CYMYJ,1,3,Male,31,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
A2P76QVLSGJR45,A2P76QVLSGJR4,1,1,Female,40,-,-,-,-,-,White,Master’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",Education,-,English
A2Q1BZPQ1BFPSM,A2Q1BZPQ1BFPS,1,3,Female,29,-,-,-,-,-,White,"Associate’s degree, academic","Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
A2Q7BWWDXGQJQR,A2Q7BWWDXGQJQ,1,1,Male,34,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,Education,-,English
A2QBFXY9UQMJTT,A2QBFXY9UQMJT,1,4,Male,37,-,-,-,-,-,White,"Associate’s degree, occupational","Science or related fields (e.g., physical science, technology, engineering)",,-,-,-,-,-,None of the above,English
A2QPMJ4GADLUW2,A2QPMJ4GADLUW,1,3,Male,38,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,-,-,-,None of the above,English
A2QUXO9OJY69QM,A2QUXO9OJY69Q,1,5,Male,32,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,-,None of the above,english
A2R8OFKJ5REXOW,A2R8OFKJ5REXO,1,3,Female,28,-,-,-,-,-,White,Bachelor’s degree,Other (please specify):,Business,-,-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,english
A2RBF3IIJP15IH,A2RBF3IIJP15I,1,5,Male,33,-,Asian or Asian American,-,-,-,-,Bachelor’s degree,Other (please specify):,Marketing,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A2RVDEU138ZF9P,A2RVDEU138ZF9,1,2,Male,22,-,Asian or Asian American,-,-,-,-,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A2RVEG53L48BAE,A2RVEG53L48BA,1,5,Male,39,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A2S8ZTPKX3B928,A2S8ZTPKX3B92,1,3,Female,25,-,-,Black or African American,-,-,-,"Associate’s degree, academic","Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A2T5UVJCDX3C5,A2T5UVJCDX3C5,1,3,Female,29,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,-,None of the above,english
A2TO0YDPWRXLDL,A2TO0YDPWRXLD,1,2,Male,26,-,-,-,Hispanic/Latino,-,-,"Associate’s degree, academic",No undergraduate major,,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A2TWLYXPBIGZW,A2TWLYXPBIGZW,1,2,Female,29,-,Asian or Asian American,-,-,-,-,Bachelor’s degree,Other (please specify):,IT,-,-,"Computer science (e.g., programming, interface design, data management)",-,Education,-,English
A2V35L3RIRYYXV,A2V35L3RIRYYX,1,1,Female,26,-,-,-,-,-,White,"Associate’s degree, occupational",Other (please specify):,Emergency Medicine,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,-,-,English
A2VM2EU6AHX5IC,A2VM2EU6AHX5I,1,5,Female,28,-,-,-,-,-,White,Master’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,-,-,Education,-,English
A2VSEW6K2UJQTG,A2VSEW6K2UJQT,1,5,Female,35,-,-,-,-,-,White,Bachelor’s degree,Other (please specify):,music,-,-,-,"Mathematics (e.g., calculus, statistics)",-,-,english
A2W04JK4CV19EF,A2W04JK4CV19E,1,4,Female,32,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A2WGKPT1Q7999W,A2WGKPT1Q7999,1,4,Female,36,-,-,-,-,-,White,Master’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A2WJT2WZ7A3C71,A2WJT2WZ7A3C7,1,1,Female,37,-,-,-,-,-,White,Bachelor’s degree,Other (please specify):,,-,-,-,-,-,None of the above,English
A2WNVSJ1Y06SS1,A2WNVSJ1Y06SS,1,4,Female,23,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A2WTWBGW31UAN0,A2WTWBGW31UAN,1,3,Female,34,-,-,-,-,-,White,"Associate’s degree, occupational","Science or related fields (e.g., physical science, technology, engineering)",,-,-,-,-,-,None of the above,English
A2XH803LQTVROS,A2XH803LQTVRO,1,5,Female,32,-,-,-,-,-,White,Bachelor’s degree,No undergraduate major,,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",Education,-,english
A2XS5QI4YX493N,A2XS5QI4YX493,1,4,Female,33,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A2XSGALF8O9ISQ,A2XSGALF8O9IS,1,3,Female,33,-,-,-,-,-,White,"Associate’s degree, occupational",No undergraduate major,,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,-,-,English
A2XTMKV4WMK2JF,A2XTMKV4WMK2J,1,3,Male,28,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,-,-,English
A2XUADP5L61HQ5,A2XUADP5L61HQ,1,3,Male,26,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A2XZNU3CBONNPT,A2XZNU3CBONNP,1,2,Female,24,-,Asian or Asian American,-,-,-,-,"Associate’s degree, academic","Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",Education,-,English
A2Y6N9WRJ1NELK,A2Y6N9WRJ1NEL,1,4,Female,32,-,-,Black or African American,-,-,-,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,english
A2YAYHZYI7M3HD,A2YAYHZYI7M3H,1,2,Female,28,-,-,-,-,-,White,Master’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,Education,-,English
A2YE7NBCK14VAQ,A2YE7NBCK14VA,1,1,Male,38,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,english
A2YS1UEOU64B4B,A2YS1UEOU64B4,1,3,Female,40,-,-,-,-,-,White,Bachelor’s degree,Other (please specify):,Finance,-,-,-,-,-,None of the above,English
A2YUCJ28XANFOX,A2YUCJ28XANFO,1,2,Female,33,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A2YVC1U50H2B4R,A2YVC1U50H2B4,1,3,Female,30,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A2Z6NL0CTXY0ZB,A2Z6NL0CTXY0Z,1,2,Female,39,-,-,Black or African American,-,-,-,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A300X119N5FZVX,A300X119N5FZV,1,1,Female,38,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,english
A30H5IF78HYZJ4,A30H5IF78HYZJ,1,4,Female,38,-,-,-,-,-,White,Master’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A30KMYNZB3WUYE,A30KMYNZB3WUY,1,1,Female,33,-,-,Black or African American,-,-,-,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
A311GYY1EASHUG,A311GYY1EASHU,1,3,Male,34,American Indian or Alaskan Native,-,-,-,-,-,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,"Engineering (e.g., chemical, civil, electrical, mechanical)",-,-,-,-,English
A3185B4NBTSAXE,A3185B4NBTSAX,1,2,Male,35,-,-,-,-,-,White,"Associate’s degree, academic",Other (please specify):,Accounting/Finance,-,-,-,-,-,None of the above,English
A31866VW2GR5J7,A31866VW2GR5J,1,3,Female,29,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A31A4YKVSOYRVS,A31A4YKVSOYRV,1,1,Female,22,-,-,-,-,-,White,High school graduate or equivalent,"Science or related fields (e.g., physical science, technology, engineering)",,-,"Engineering (e.g., chemical, civil, electrical, mechanical)",-,-,-,-,English
A320QA9HJFUOZO,A320QA9HJFUOZ,1,2,Male,31,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,-,-,-,None of the above,English
A321HI9J8MLQN4,A321HI9J8MLQN,1,4,Female,24,-,-,Black or African American,-,-,-,"Associate’s degree, occupational","Social sciences (e.g., political science, economics, sociology, psychology)",,-,"Engineering (e.g., chemical, civil, electrical, mechanical)",-,-,-,-,English
A32MY4GWOHA4GK,A32MY4GWOHA4G,1,4,Female,33,-,-,-,-,-,White,Bachelor’s degree,Other (please specify):,Accounting/Business,"Science (e.g., physics, chemistry, biology, geology)","Engineering (e.g., chemical, civil, electrical, mechanical)",-,"Mathematics (e.g., calculus, statistics)",-,-,English
A330N7LVL2IOVZ,A330N7LVL2IOV,1,1,Female,28,-,-,Black or African American,-,-,-,Master’s degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",Education,-,English
A33QIOA2EYW0LC,A33QIOA2EYW0L,1,4,Female,33,-,-,-,-,-,White,"Associate’s degree, academic","Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A34CDAXB2IMLDP,A34CDAXB2IMLD,1,4,Female,39,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
A34DR0CVUBDL1N,A34DR0CVUBDL1,1,2,Female,37,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A34F2ESTZYTWRM,A34F2ESTZYTWR,1,2,Male,35,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",Business Administration,-,-,-,-,-,None of the above,English
A34FOMRRI5KYCY,A34FOMRRI5KYC,1,4,Female,28,-,-,Black or African American,-,-,-,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",Education,-,english
A34LRS5WXFCCIY,A34LRS5WXFCCI,1,5,Female,29,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",Education,-,English
A34SUZWGLXIWM8,A34SUZWGLXIWM,1,4,Male,35,American Indian or Alaskan Native,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A34TMWLXTWLMUL,A34TMWLXTWLMU,1,4,Female,35,American Indian or Alaskan Native,-,Black or African American,Hispanic/Latino,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,-,-,english
A359ETX78LN74M,A359ETX78LN74,1,5,Female,32,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
A35QEQPK7USJX2,A35QEQPK7USJX,1,5,Male,26,-,-,Black or African American,-,-,-,Bachelor’s degree,Other (please specify):,,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
A365SN61J4UNGR,A365SN61J4UNG,1,2,Male,31,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A366MTQY0JG0EM,A366MTQY0JG0E,1,4,Male,22,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A3696JXTRKL2FI,A3696JXTRKL2F,1,2,Male,28,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)","Engineering (e.g., chemical, civil, electrical, mechanical)","Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A36CQIFWEDEECU,A36CQIFWEDEEC,1,4,Male,24,-,-,Black or African American,-,-,-,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)","Engineering (e.g., chemical, civil, electrical, mechanical)","Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A36N7DIMV383CS,A36N7DIMV383C,1,2,Female,36,-,-,-,-,-,White,Master’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,english
A36SM7QM8OK3H6,A36SM7QM8OK3H,1,1,Female,31,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,-,None of the above,english
A36UFZOEMNO9GJ,A36UFZOEMNO9G,1,5,Female,36,-,-,-,-,-,White,"Associate’s degree, academic","Science or related fields (e.g., physical science, technology, engineering)",,-,-,-,-,-,None of the above,English
A37S96RT1P1IT2,A37S96RT1P1IT,1,2,Female,35,-,Asian or Asian American,-,-,-,-,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,-,None of the above,English
A37SC1GEPN73AN,A37SC1GEPN73A,1,1,Male,27,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,ENGLISH
A383U9YJIBG4IA,A383U9YJIBG4I,1,3,Male,29,-,-,-,-,-,White,Master’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A38HV76MWKK0EY,A38HV76MWKK0E,1,1,Female,37,American Indian or Alaskan Native,-,-,-,-,White,"Associate’s degree, occupational",Other (please specify):,,-,-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A38WZEK3MZXR3Q,A38WZEK3MZXR3,1,5,Female,29,-,-,-,-,-,White,"Associate’s degree, academic","Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,-,-,Education,-,english
A38YYLJ92QRU22,A38YYLJ92QRU2,1,3,Female,36,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",Education,-,English
A3AFC26CB0AXMI,A3AFC26CB0AXM,1,4,Male,32,-,-,-,-,-,White,"Associate’s degree, academic","Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A3AY0315YWWNXY,A3AY0315YWWNX,1,4,Male,27,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A3B7TNVOISSZ2O,A3B7TNVOISSZ2,1,1,Male,39,-,-,-,-,-,White,Master’s degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A3BDVHNMJECSKG,A3BDVHNMJECSK,1,5,Female,36,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",Education,-,English
A3BI0AX5T5GVO3,A3BI0AX5T5GVO,1,4,Female,25,-,-,-,-,-,White,Bachelor’s degree,Other (please specify):,Business,-,-,-,"Mathematics (e.g., calculus, statistics)",Education,-,English
A3C5G8LGIAW0XL,A3C5G8LGIAW0X,1,5,Female,37,American Indian or Alaskan Native,-,-,-,-,-,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,-,None of the above,English
A3CMWYLWMENHLZ,A3CMWYLWMENHL,1,3,Male,37,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
A3CQDCNYJAX2X3,A3CQDCNYJAX2X,1,2,Female,29,-,-,-,Hispanic/Latino,-,White,Bachelor’s degree,Other (please specify):,Business Administration,-,-,-,-,-,None of the above,English
A3DAJROQC1BLNI,A3DAJROQC1BLN,1,1,Female,39,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,-,None of the above,English
A3DKYNYN50FYFY,A3DKYNYN50FYF,1,4,Male,24,-,Asian or Asian American,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
A3F0NFNLOLFJT0,A3F0NFNLOLFJT,1,2,Male,35,-,-,-,-,-,White,"Associate’s degree, occupational",No undergraduate major,,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A3F7FH2NDBBN1M,A3F7FH2NDBBN1,1,2,Female,30,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,-,-,-,None of the above,English
A3F90N8YVKJ4I7,A3F90N8YVKJ4I,1,1,Male,40,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,-,-,-,None of the above,english
A3FJSCZLT0F0WY,A3FJSCZLT0F0W,1,4,Male,31,-,-,-,-,-,White,Bachelor’s degree,Mathematics,,-,-,-,-,-,None of the above,English
A3FNUU6B3Z33EM,A3FNUU6B3Z33E,1,1,Male,33,-,-,-,-,-,White,Master’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,Education,-,English
A3FY6THWKRYN9M,A3FY6THWKRYN9,1,5,Female,36,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A3FY7A6Z3EVNRX,A3FY7A6Z3EVNR,1,2,Female,40,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A3G34J14C074C5,A3G34J14C074C,1,4,Female,33,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A3GAQNTZ1V1VO,A3GAQNTZ1V1VO,1,3,Male,28,-,Asian or Asian American,-,-,-,-,Master’s degree,Other (please specify):,,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A3GFGPPC495SPO,A3GFGPPC495SP,1,1,Female,38,-,-,-,Hispanic/Latino,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",Education,-,English
A3GLUDQZGEJL5G,A3GLUDQZGEJL5,1,5,Female,35,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A3GQOG0TBA1SY7,A3GQOG0TBA1SY,1,4,Female,28,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,-,-,-,None of the above,English
A3GQR89E66AQJY,A3GQR89E66AQJ,1,2,Female,25,-,-,-,-,-,White,Master’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A3H8M155NBFE1L,A3H8M155NBFE1,1,5,Male,29,-,-,-,-,-,White,Bachelor’s degree,Other (please specify):,Graphic Design,-,-,-,-,-,None of the above,English
A3HE8VNBXD2BR0,A3HE8VNBXD2BR,1,3,Male,28,-,-,-,Hispanic/Latino,-,-,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A3HNEYFOIJWPH1,A3HNEYFOIJWPH,1,2,Male,35,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A3JPRHZ42FNY1S,A3JPRHZ42FNY1,1,3,Male,32,American Indian or Alaskan Native,-,-,-,-,-,Bachelor’s degree,Mathematics,,-,-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
A3JWVGH2RVBXP8,A3JWVGH2RVBXP,1,1,Male,26,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,english
A3K2ZXAFZCHYZI,A3K2ZXAFZCHYZ,1,1,Female,32,-,-,-,Hispanic/Latino,-,-,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,-,-,English
A3K6DL4PN98CBN,A3K6DL4PN98CB,1,1,Female,21,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,english
A3KH1OG87C8DCM,A3KH1OG87C8DC,1,1,Female,33,-,Asian or Asian American,-,-,-,-,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,-,-,-,None of the above,English
A3KYEJPW3JVVVV,A3KYEJPW3JVVV,1,3,Female,40,-,Asian or Asian American,-,-,-,-,Master’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A3L8LSM7V7KX3T,A3L8LSM7V7KX3,1,5,Male,37,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,english
A3LIOY7C4ZDQ50,A3LIOY7C4ZDQ5,1,5,Male,23,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A3LL096CAY5WHB,A3LL096CAY5WH,1,1,Male,22,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
