Condition,MTurkID,ProcessDataID,item1_TotalTimeSpent,item1_Response,item1_FinalScore,item2_TotalTimeSpent,item2_Response,item2_FinalScore,item3_TotalTimeSpent,item3_Response,item3_FinalScore,item4_TotalTimeSpent,item4_Response,item4_FinalScore,item5_TotalTimeSpent,item5_Response,item5_FinalScore,item6_TotalTimeSpent,item6_Response,item6_FinalScore,item7_TotalTimeSpent,item7_Response,item7_FinalScore,item8_TotalTimeSpent,item8_Response,item8_FinalScore,item9_TotalTimeSpent,item9_Response,item9_FinalScore,item10_TotalTimeSpent,item10_Response,item10_FinalScore,D_D_TotalTimeSpent,pretest_final_score_total
2,AO8GF80JX57Z6,AO8GF80JX57Z6,15.2308,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,38.98346,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,100.7033,"{""target1"":[{""id"":""source4"",""sub"":""1""}],""target2"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""},{""id"":""source5"",""sub"":""3""}],""target3"":[{""id"":""source3"",""sub"":""1""}]}",2,37.45941,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,49.94691,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,13.90307,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,16.98921,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,21.04447,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,13.6707,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,27.10733,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",2,335.03866,10
1,AOFJMV385F7JA,AOFJMV385F7JA,61.56653,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",1,16.58352,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",0,26.44143,"{""target1"":[{""id"":""source4"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",0,19.19786,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",0,17.19842,"{""target1"":[{""id"":""source1"",""sub"":""1""}],""target2"":[{""id"":""source4"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",0,12.04385,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,12.48256,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,31.97973,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,36.67593,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,14.84979,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",0,249.01962,2
5,AOIR8V07FYMH5,AOIR8V07FYMH5,23.48486,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,113.154,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",0,93.12077,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",1,48.84186,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,71.8539,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,20.74986,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,12.93075,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,11.40031,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,15.72614,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,68.33766,"{""target1"":[{""id"":""source5"",""sub"":""1""}],""target2"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",1,479.60011,5
3,AOVG0S0BE5AOW,AOVG0S0BE5AOW,51.56148,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,154.9825,"{""target1"":[{""id"":""source4"",""sub"":""1""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""2""},{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""3""}]}",0,90.19557,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",1,51.94658,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,137.9817,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""2""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,23.21737,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,9.393671,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,28.58537,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,18.92009,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,39.93909,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",2,606.723421,7
3,AP37QQ9AABSY9,AP37QQ9AABSY9,33.56078,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,59.99948,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",1,101.7011,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",2,47.00468,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""2""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,43.48396,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,30.55721,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,14.53086,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,15.88834,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,12.0671,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,59.80542,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",2,418.59893,3
3,APPNTU0LE3T9L,APPNTU0LE3T9L,28.1539,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,50.85608,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""},{""id"":""source1"",""sub"":""3""},{""id"":""source5"",""sub"":""4""}],""target2"":[],""target3"":[{""id"":""source4"",""sub"":""1""}]}",0,82.59475,"{""target1"":[{""id"":""source2"",""sub"":""1""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""},{""id"":""source3"",""sub"":""3""}]}",2,228.2261,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,69.39176,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,19.18125,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,12.86033,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,22.97945,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,21.78746,"{""target1"":[{""id"":""source4"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,99.91277,"{""target1"":[{""id"":""source5"",""sub"":""1""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""},{""id"":""source2"",""sub"":""3""}]}",1,635.94385,6
2,AQXRHIMQ7UK7O,AQXRHIMQ7UK7O,95.10448,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,69.65303,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target3"":[{""id"":""source1"",""sub"":""1""}]}",2,57.22463,"{""target1"":[{""id"":""source4"",""sub"":""1""}],""target2"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""},{""id"":""source5"",""sub"":""3""}],""target3"":[{""id"":""source3"",""sub"":""1""}]}",2,42.39033,"{""target1"":[{""id"":""source4"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,74.10093,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target3"":[{""id"":""source4"",""sub"":""1""}]}",1,22.18206,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,33.85294,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,30.1842,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,64.08137,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,94.45854,"{""target1"":[{""id"":""source2"",""sub"":""1""}],""target2"":[{""id"":""source4"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",1,583.23251,7
4,ARB80JPV0HQ5O,ARB80JPV0HQ5O,27.97785,"{""target1"":[{""id"":""source1"",""clone"":4}],""target2"":[{""id"":""source1"",""clone"":3}],""target3"":[{""id"":""source1"",""clone"":2}],""target4"":[{""id"":""source1"",""clone"":1}],""target5"":[{""id"":""source2"",""clone"":4}]}",1,24.29088,"{""target1"":[{""id"":""source1"",""clone"":4}],""target2"":[{""id"":""source1"",""clone"":3}],""target3"":[{""id"":""source1"",""clone"":2}],""target4"":[{""id"":""source1"",""clone"":1}],""target5"":[{""id"":""source1"",""clone"":0}]}",0,126.603,"{""target1"":[{""id"":""source1"",""clone"":4}],""target2"":[{""id"":""source1"",""clone"":3}],""target3"":[{""id"":""source3"",""clone"":3}],""target4"":[{""id"":""source1"",""clone"":2}],""target5"":[{""id"":""source1"",""clone"":1}]}",0,23.96787,"{""target1"":[{""id"":""source1"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":3}],""target3"":[{""id"":""source3"",""clone"":4}],""target4"":[{""id"":""source1"",""clone"":3}],""target5"":[{""id"":""source3"",""clone"":2}]}",1,51.72007,"{""target1"":[{""id"":""source1"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":4}],""target3"":[{""id"":""source2"",""clone"":4}],""target4"":[{""id"":""source3"",""clone"":3}],""target5"":[{""id"":""source1"",""clone"":3}]}",2,19.56642,"{""target1"":[{""id"":""source3"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":3}],""target3"":[{""id"":""source1"",""clone"":4}],""target4"":[{""id"":""source2"",""clone"":4}],""target5"":[{""id"":""source3"",""clone"":2}]}",1,31.60473,"{""target1"":[{""id"":""source1"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":3}],""target4"":[{""id"":""source2"",""clone"":4}],""target5"":[{""id"":""source3"",""clone"":3}]}",2,24.94907,"{""target1"":[{""id"":""source2"",""clone"":4}],""target2"":[{""id"":""source3"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":4}],""target4"":[{""id"":""source3"",""clone"":3}],""target5"":[{""id"":""source1"",""clone"":3}]}",2,15.78164,"{""target1"":[{""id"":""source3"",""clone"":4}],""target2"":[{""id"":""source2"",""clone"":4}],""target3"":[{""id"":""source1"",""clone"":4}],""target4"":[{""id"":""source1"",""clone"":3}],""target5"":[{""id"":""source3"",""clone"":3}]}",2,29.00777,"{""target1"":[{""id"":""source2"",""clone"":4}],""target2"":[{""id"":""source2"",""clone"":3}],""target3"":[{""id"":""source3"",""clone"":4}],""target4"":[{""id"":""source3"",""clone"":3}],""target5"":[{""id"":""source2"",""clone"":2}]}",0,29.00777,4
2,ARVXIBUCA8WDZ,ARVXIBUCA8WDZ,12.99279,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,68.19431,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""2""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",1,155.6049,"{""target1"":[{""id"":""source4"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target3"":[{""id"":""source3"",""sub"":""1""}]}",1,129.1269,"{""target1"":[],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""},{""id"":""source4"",""sub"":""3""},{""id"":""source1"",""sub"":""4""}]}",1,142.4423,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,40.74846,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,56.03297,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,20.76662,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,32.42113,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target3"":[{""id"":""source5"",""sub"":""1""}]}",1,60.78128,"{""target1"":[],""target2"":[{""id"":""source5"",""sub"":""2""},{""id"":""source4"",""sub"":""3""},{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",1,719.11166,5
1,ASI2B6A3Y556Z,ASI2B6A3Y556Z,27.79723,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}]}",2,191.1062,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",0,24.58972,"{""target1"":[{""id"":""source2"",""sub"":""1""}],""target2"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",1,40.58805,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,39.44484,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,14.69455,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,11.90333,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,28.13569,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,18.46062,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,52.18283,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",2,448.90306,5
